ASCII Name;Coordinates
Kursanec;46.33028,16.40167
Kraljevec na Sutli;45.99106,15.7247
Kastel Stafilic;43.55,16.33333
Karojba;45.30083,13.82306
Ferdinandovac;46.05,17.2
Dubravica;45.95,15.73333
Drenovci;44.92056,18.91222
Drenova;45.35,14.43028
Donji Miholjac;45.76083,18.16722
Davor;45.11528,17.51639
Budasevo;45.47472,16.43667
Bilice;43.78869,15.87473
Bedenica;46.03333,16.24278
Vidovci;45.3325,17.71472
Grande Saline;19.26513,-72.76897
Gonaives;19.44755,-72.68928
Zahony;48.40906,22.17614
Tiszabura;47.45,20.46667
Tarcal;48.13333,21.35
Parad;47.92323,20.02972
Nyirtass;48.11667,22.03333
Nyirbator;47.83333,22.13333
Jaszdozsa;47.5661,20.01534
Hernadnemeti;48.06667,20.98333
Boldva;48.21667,20.8
Ajak;48.17664,22.06273
Vertesszolos;47.62106,18.3813
Sarosd;47.04273,18.64357
Polgardi;47.06099,18.302
Pilisborosjeno;47.60744,18.99322
Peteri;47.39104,19.40981
Perkata;47.04701,18.78734
Nagytarcsa;47.53128,19.28343
Mezofalva;46.93184,18.77177
Matraverebely;47.97421,19.78049
Lebeny;47.73574,17.39076
Lajoskomarom;46.84201,18.33763
Keszthely;46.76812,17.24317
Katymar;46.03398,19.20935
Jaszszentlaszlo;46.56685,19.76065
Farad;47.60633,17.20024
Diosd;47.4095,18.94898
Csomor;47.55,19.23333
Bercel;47.87057,19.40715
Almasfuzito;47.72752,18.26153
Terangun;4.0772,97.0666
Pining;4.1064,97.5886
Werinama;-3.5029,130.1105
Wanci;-5.3271,123.5388
Tulangan Utara;-7.4737,112.6505
Tinabogan;0.7823,120.5264
Tanjungpati;-0.16046,100.67997
Talangbetutu;-2.8817,104.6939
Surabaya;-4.67122,105.72571
Suban Jeriji;-3.74637,103.96405
Sumberjambe;-8.0699,113.9002
Sragen;-7.42639,111.02222
Sintang;0.06667,111.5
Senduro;-8.0936,113.0891
Semuda;-2.8617,112.9732
Rubaru;-6.9581,113.753
Pemenang;-8.40401,116.10255
Pasean;-6.8932,113.5805
Paseh;-7.1026,107.7641
Paringin;-2.3357,115.4749
Padangbatung;-2.838,115.2912
Oransbari;-1.3442,134.2587
Nanga Bulik;-2.1624,111.4885
Mersam;-1.69823,102.9976
Manna;-4.4651,102.90386
Manggar;-2.88333,108.26667
Lubuk Basung;-0.32545,100.06462
Lewoleba;-8.3723,123.418
Kresek;-6.13139,106.37972
Klungkung;-8.53333,115.4
Kedungwaru;-8.06667,111.91667
Kebonarun;-7.70028,110.56306
Kasonawejo;-2.2818,138.0348
Kamal;-7.16778,112.71917
Garawangi;-6.9987,108.5389
Delanggu;-7.61667,110.68333
Dampit;-8.21162,112.74934
Ciomas;-6.2173,106.044
Cimahi;-6.87222,107.5425
Cicurug;-6.78139,106.7825
Cibinong;-6.48167,106.85417
Cibeureum;-7.3552,108.2693
Bolaang;0.9411,124.1556
Bengkayang;0.83194,109.43589
Bayunglincir;-2.0549,103.6834
Batang;-6.4846,110.7083
Bangko;-2.0796,102.2573
Ankola;-7.3071,107.1272
Ambarawa;-7.26333,110.3975
Aenganyar;-7.1905,113.8969
Betun;-9.56722,124.9075
Batanghari;-5.14095,105.3752
Kauditan;1.39132,125.03436
Eahun;-10.6146,123.3852
Depapre;-2.4869,140.3711
Kebon Gunung;-7.65083,110.04639
Darungan Lor;-8.0438,113.2345
Kebonan;-8.2162,113.2283
Tangratte;-3.0497,119.7643
Kalianyar Selatan;-8.0152,113.8291
Ritapiret;-8.6718,122.1746
Boru;-8.5252,122.7108
Gadingrejo;-5.37233,105.06163
Kedondong;-5.46284,105.0009
Cigeulis;-6.5876,105.6924
Cibungur;-7.2913,107.5324
Cibitung;-7.3335,108.3629
Bakung;-8.2588,112.0726
Pucanglaban;-8.2626,112.0153
Umbulan Kapiak;-4.83438,104.52867
Polen;-9.687,124.4804
Panite;-10.0703,124.2284
Baniona;-8.4,123.0848
Angan;5.60572,95.39144
Geumpang;4.82876,96.16073
Lampoih;5.3178,95.98628
Halong;-2.258,115.6511
Telagalangsat;-2.7908,115.5643
Kobakma;-3.66417,139.065
Pemalang;-6.92267,109.38521
Tullamore;53.27389,-7.48889
Stamullin;53.62889,-6.26833
Sallins;53.24889,-6.66611
Ringsend;53.34194,-6.22639
Rathdrum;52.93179,-6.22945
Newcastle;53.30111,-6.50222
Nenagh;52.86194,-8.19667
Loughrea;53.19694,-8.56694
Johnstown;53.23833,-6.62222
Gort;53.06639,-8.81667
Dromiskin;53.92538,-6.40292
Callan;52.545,-7.39111
Belturbet;54.1,-7.45
Ballyhaunis;53.76667,-8.76667
Bagenalstown;52.70031,-6.96181
Annacotty;52.66768,-8.53121
Castleconnell;52.71389,-8.49944
Kilpedder;53.10917,-6.10667
Ballinteer;53.27409,-6.25397
Newtownmountkennedy;53.09052,-6.11149
Ballybofey-Stranorlar;54.80165,-7.77437
Yesud HaMa'ala;33.0592,35.61033
Na'ura;32.61403,35.39168
Bi'na;32.93066,35.27157
Segev Shalom;31.19918,34.83956
Kfar NaOranim;31.91982,35.03669
Kadima Zoran;32.27782,34.9194
Kisra - Sume'a;32.97262,35.29877
Yellapur;14.9637,74.70929
Wazirganj;28.21145,79.05665
Virudunagar;9.58509,77.95787
Mariendorf;52.4378,13.38109
Lobnitz;51.59238,12.46347
Liebstadt;50.86417,13.85694
Lehe;54.34143,9.02374
Lebus;52.42719,14.53235
Lautenbach;48.48185,8.02732
Laussnitz;51.25,13.88333
Langen;49.98955,8.66852
Kurort Oybin;50.84105,14.74124
Kriebstein;51.05,13.01667
Kremmen;52.76216,13.02515
Kreiensen;51.85363,9.96481
Klotten;50.16667,7.2
Klein Berssen;52.76797,7.46182
Klausdorf;54.30899,10.21372
Karstaedt;53.16215,11.74242
Karsbach;50.04091,9.78534
Bad Karlshafen;51.64263,9.45477
Jungingen;48.32787,9.04095
Johanngeorgenstadt;50.43254,12.7114
Isny;47.6926,10.03857
Insheim;49.15806,8.14722
Hueckelhoven;51.0555,6.22658
Hoexter;51.77501,9.38155
Bad Holzhausen;52.28971,8.53954
Holle;52.08721,10.16012
Hohenlockstedt;53.96667,9.61667
Hofheim am Taunus;50.09019,8.4493
Hochstadt am Main;50.15009,11.17116
Hochheim;50.36667,10.45
Hochfeld;51.41943,6.75462
Hennweiler;49.81667,7.43333
Hemmingstedt;54.15,9.06667
Heek;52.11667,7.1
Hausham;47.7466,11.84069
Hauptstuhl;49.4,7.48333
Hasloh;53.69471,9.91682
Haselau;53.66181,9.6201
Hasel;47.65342,7.8972
Hahnbach;49.53389,11.80302
Hage;53.60274,7.28527
Gyhum;53.21667,9.31667
Gunzenhausen;49.11663,10.75971
Grunewald;52.48338,13.26586
Gruenbach;50.44995,12.36186
Gross Santersleben;52.19143,11.45486
Greussenheim;49.81667,9.76667
Grafenberg;49.64426,11.24971
Grabowhoefe;53.56865,12.59482
Glindenberg;52.23857,11.68361
Ginsheim-Gustavsburg;49.9711,8.34532
Gingen an der Fils;48.65979,9.78092
Gilching;48.10755,11.2936
Geroldshausen;49.68361,9.90222
Gerbstedt;51.63281,11.62669
Geltendorf;48.11737,11.03216
Gammertingen;48.2524,9.22349
Gaggenau;48.8,8.33333
Bad Fussing;48.351,13.312
Fuerstenberg;53.18427,13.14442
Fuenfstetten;48.83215,10.7654
Friedrichshagen;52.45052,13.62463
Gemeinde Friedland;51.41667,9.93333
Freital;51.00166,13.6488
Frankenstein;49.44015,7.97744
Fischach;48.29047,10.65592
Fintel;53.17188,9.66969
Feldberg;47.77435,7.64142
Fassberg;52.9,10.16667
Erxleben;52.21812,11.24245
Erlau;51.00938,12.94549
Erkrath;51.22235,6.90831
Erkheim;48.0373,10.3357
Ellhofen;49.14667,9.32194
Egmating;48.00405,11.79528
Egg;48.08714,10.28495
Driedorf;50.63333,8.18333
Dissen;52.11591,8.19956
Detern;53.20927,7.67395
Dedelstorf;52.7,10.5
Darlingerode;51.84712,10.73097
Clausen;49.26075,7.6773
Busingen;47.69638,8.68759
Burgrieden;48.23333,9.93333
Burgheim;48.70035,11.01599
Burg;53.99708,9.25891
Brunn;53.67076,13.37032
Brunn;49.23632,12.19156
Briedel;50.01667,7.15
Bretzfeld;49.17944,9.43833
Breitenberg;48.70439,13.79333
Brand;49.95972,11.91072
Botersen;53.13333,9.31667
Bornheim;49.2225,8.16333
Bodenfelde;51.64044,9.55569
Bissingen;48.71694,10.61766
Bischofswerda;51.12771,14.17974
Beuern;50.62745,8.82108
Bedburg;50.99258,6.57128
Bechhofen;49.35,7.4
Barsinghausen;52.3,9.45
Barmstedt;53.79209,9.76739
Bakum;52.74118,8.19546
Baiersdorf;49.65807,11.03594
Bad Wiessee;47.71667,11.71667
Bad Salzungen;50.81342,10.2361
Bad Rappenau;49.23848,9.1018
Bad Muenstereifel;50.55667,6.76424
Bad Lippspringe;51.78333,8.81683
Bad Dueben;51.59174,12.58492
Auerbach;49.69201,11.63327
Assling;47.99297,12.00643
Aschau am Inn;48.19845,12.35003
Antdorf;47.75133,11.30845
Anklam;53.85637,13.68965
Ampfing;48.254,12.41515
Amerang;47.99139,12.30795
Hamburg-Altstadt;53.55,10.0
Altenpleen;54.35456,12.9564
Altenkirchen;50.68594,7.64176
Alteglofsheim;48.91667,12.2
Alt Duvenstedt;54.36667,9.65
Mont-Dore;45.57641,2.80889
Le Meux;49.36718,2.74374
Lembach;49.00362,7.78986
Le Lude;47.64648,0.15664
Le Barp;44.60784,-0.77318
Lathus-Saint-Remy;46.33444,0.95813
Laroquebrou;44.96855,2.19158
La Reole;44.58239,-0.03857
La Ravoire;45.56266,5.95826
La Peyratte;46.6745,-0.14888
Lapalud;44.3078,4.68946
Langon;47.72001,-1.849
Langeac;45.10028,3.4942
Landser;47.68501,7.38998
La Motte;43.49403,6.53519
La Meziere;48.21834,-1.7546
La Limouziniere;46.99346,-1.59726
Laguenne;45.24218,1.78135
Lagardelle-sur-Leze;43.41247,1.38828
La Flotte;46.18649,-1.32666
La Chaussee-Saint-Victor;47.61621,1.36765
La Chapelle-Saint-Mesmin;47.88648,1.8345
La Chambre;45.35862,6.29978
La Bouexiere;48.18404,-1.43843
La Bohalle;47.42095,-0.39723
La Bernerie-en-Retz;47.08135,-2.0372
Labenne;43.59302,-1.42686
Joyeuse;44.47951,4.23778
Josselin;47.9561,-2.54804
Jonquieres-Saint-Vincent;43.82809,4.56327
Jonquieres;44.11603,4.89989
Illies;50.56144,2.83011
Houssen;48.12579,7.37735
Houppeville;49.51259,1.07962
Houplin-Ancoisne;50.56284,3.00251
Harnes;50.44643,2.90481
Grieges;46.25619,4.84856
Gretz-Armainvilliers;48.7412,2.73105
Grenade;43.77128,1.29282
Gorron;48.41161,-0.81287
Golbey;48.19764,6.43966
Ghisonaccia;42.01582,9.40507
Gagny;48.88333,2.53333
Gace;48.79344,0.29624
Fruges;50.51501,2.13292
Francheville;45.73637,4.76358
Fontaine-les-Luxeuil;47.85592,6.33482
Folembray;49.54334,3.29119
Fleury-sur-Orne;49.14851,-0.37508
Fleurbaix;50.65061,2.83305
Feuquieres;49.64677,1.84784
Ferrals-les-Corbieres;43.14766,2.72759
Feignies;50.29806,3.91534
Famars;50.31743,3.51945
Fagnieres;48.96385,4.31692
Ezy-sur-Eure;48.86667,1.41667
Eyragues;43.84103,4.84231
Etretat;49.70669,0.20523
Estivareilles;46.42526,2.61872
Esperaza;42.93503,2.22082
Escautpont;50.41875,3.55341
Erre;50.36252,3.31561
Epervans;46.75247,4.8993
Egriselles-le-Bocage;48.12103,3.18233
Ecommoy;47.82774,0.27332
Eauze;43.86071,0.10061
Dun-le-Palestel;46.30611,1.66546
Dreffeac;47.476,-2.05783
Domessin;45.54739,5.70495
Domerat;46.36036,2.53455
Diges;47.72862,3.39786
Diemoz;45.59099,5.08884
Dannes;50.58799,1.61381
Cucuron;43.77298,5.43858
Creances;49.19873,-1.56938
Chauffailles;46.20726,4.33932
Chateauneuf-du-Pape;44.05638,4.83244
Charnecles;45.34398,5.52799
Charlieu;46.16202,4.17228
Charantonnay;45.53705,5.11005
Chalus;45.65493,0.98032
Cezac;45.09019,-0.41963
Caux;43.50754,3.3675
Castillon-du-Gard;43.96991,4.55445
Carlepont;49.51438,3.02327
Carbonne;43.29723,1.2191
Caraman;43.52994,1.75765
Cappelle-en-Pevele;50.51011,3.17133
Cany-Barville;49.78885,0.63704
Cantin;50.30885,3.12765
Canohes;42.65192,2.83418
Camiers;50.57153,1.61325
Cambo-les-Bains;43.35798,-1.40174
Caen;49.18585,-0.35912
Burnhaupt-le-Bas;47.71764,7.16148
Bubry;47.96345,-3.17347
Brive-la-Gaillarde;45.1589,1.53326
Breuil-le-Sec;49.37135,2.45084
Boynes;48.11822,2.36006
Bouvron;47.41774,-1.84938
Bourgogne;49.34962,4.07111
Boult-sur-Suippe;49.37149,4.14632
Bouligny;49.29189,5.74248
Bouliac;44.8193,-0.50265
Bollezeele;50.86687,2.34751
Bois-de-Cene;46.93769,-1.8861
Bleneau;47.7,2.95
Blausasc;43.80572,7.36477
Bignoux;46.59969,0.46943
Bersee;50.47978,3.14765
Bening-les-Saint-Avold;49.13504,6.83902
Bellerive-sur-Allier;46.11652,3.40406
Belfort;47.64218,6.85385
Beaurepaire;46.91047,-1.08936
Beaumont-du-Perigord;44.76988,0.76728
Beaulieu-sur-Layon;47.31094,-0.59017
Beaufort-en-Vallee;47.44006,-0.21655
Bains;45.00956,3.77503
Aviron;49.05,1.11667
Avignonet-Lauragais;43.36672,1.78619
Auneau;48.46361,1.77263
Auffargis;48.70049,1.88696
Auchel;50.50345,2.47346
Auboue;49.21198,5.97663
Aubigny;46.59805,-1.45409
Aubiet;43.64607,0.78385
Aube-sur-Rile;48.7392,0.55161
Auberchicourt;50.33333,3.23333
Assas;43.70278,3.9
Asnieres-sur-Seine;48.91667,2.28333
Artiguelouve;43.31754,-0.47557
Arthon-en-Retz;47.11655,-1.9392
Arnouville;48.98333,2.41667
Arles;43.67681,4.63031
Arcis-sur-Aube;48.53387,4.14085
Annonay;45.23992,4.6707
Annecy-le-Vieux;45.91971,6.14393
Ambierle;46.10558,3.89323
Altorf;48.52166,7.52787
Wadworth;53.46726,-1.14261
Ulceby;53.61667,-0.33333
Tiptree;51.8123,0.7454
Tetney;53.49239,-0.02106
Tenbury Wells;52.31077,-2.59621
Tain;57.81204,-4.05518
Tadworth;51.29169,-0.23582
Street;51.12472,-2.74
Stranraer;54.90234,-5.02731
Stonehaven;56.96365,-2.21177
Stewarton;55.67986,-4.51435
Steppingley;52.00758,-0.52855
Stafford;52.80521,-2.11636
South Ockendon;51.50799,0.28333
South Collingham;53.13333,-0.76667
Somerton;51.95421,-1.27613
Shrivenham;51.59853,-1.65461
Shawbury;52.79098,-2.66183
Send;51.28875,-0.52666
Scunthorpe;53.57905,-0.65437
Scarborough;54.27966,-0.40443
Rustington;50.81027,-0.50674
Rostrevor;54.1,-6.2
Redhill;51.24048,-0.17044
Puckeridge;51.89013,0.01309
Poulton-le-Fylde;53.83333,-2.98333
Portslade;50.84286,-0.21608
Plean;56.06516,-3.87596
Pinxton;53.09062,-1.31767
Penybont;52.26667,-3.3
Penarth;51.4386,-3.17342
Par;50.35107,-4.70288
Padiham;53.80187,-2.31511
Nunthorpe;54.5288,-1.18438
North Leigh;51.81432,-1.44144
Newbiggin-by-the-Sea;55.18532,-1.51469
Narberth;51.79784,-4.74275
Mostyn;53.31271,-3.26765
Morden;51.39822,-0.19837
Moffat;55.33527,-3.44142
Milborne St Andrew;50.77829,-2.28114
Middle Winterslow;51.09346,-1.65453
Middlesbrough;54.57623,-1.23483
Melrose;55.59969,-2.7277
Market Rasen;53.38764,-0.33781
Market Deeping;52.67654,-0.31629
Lydiard Tregoze;51.55,-1.85
Llangwm;52.98333,-3.53333
Llanfechain;52.77463,-3.20273
Little Dunmow;51.86096,0.41478
Little Clacton;51.82557,1.14215
Ledbury;52.03639,-2.42635
Lea;51.9,-2.5
Larkhall;55.73333,-3.96667
Larbert;56.02246,-3.82872
Langford;52.0546,-0.27165
Knaresborough;54.0091,-1.46851
Kirby Muxloe;52.63025,-1.22755
Kilmington;51.12694,-2.32694
Ince;53.28333,-2.83333
Huntspill;51.20562,-2.98735
Humberston;53.53036,-0.02465
Histon;52.25166,0.10643
Herstmonceux;50.88958,0.3229
Henllan;53.2,-3.46667
Haslingfield;52.15016,0.05579
Great Sankey;53.39234,-2.63994
Great Dunmow;51.8723,0.36255
Gotham;52.86799,-1.20558
Glenrothes;56.19514,-3.17316
Girton;52.23333,0.08333
Frizington;54.54185,-3.4946
Forfar;56.64382,-2.89001
Findochty;57.69735,-2.90104
Felling;54.95297,-1.57152
Farnworth;53.55,-2.4
Fareham;50.85162,-1.17929
Eye;52.608,-0.19209
Eton;51.48833,-0.60905
Enderby;52.58778,-1.20619
Ely;52.39964,0.26196
Doddington;52.49671,0.06017
Devizes;51.35084,-1.99421
Desford;52.62598,-1.29395
Desborough;52.44183,-0.82126
Deepcut;51.30513,-0.71016
Cwm;51.74,-3.18028
Cults;57.11667,-2.16667
Croston;53.66217,-2.77523
Coundon;54.6628,-1.62688
Compton Dando;51.37909,-2.51445
Colerne;51.43833,-2.2628
Coedpoeth;53.05391,-3.06234
Cobham;51.32997,-0.4113
Clydebank;55.90137,-4.4057
Church Stretton;52.53778,-2.80149
Churchill;51.34291,-2.78338
Chipping Sodbury;51.53813,-2.39379
Chipping Norton;51.94109,-1.5453
Charlton Kings;51.88374,-2.04239
Caythorpe;53.01667,-0.6
Cawthorne;53.56687,-1.57259
Carnmoney;54.68333,-5.95
Carmarthen;51.85552,-4.30535
Cambridge;52.2,0.11667
Burton;53.26667,-0.56667
Broxburn;55.93415,-3.47133
Brighouse;53.70322,-1.78428
Boynton;54.09746,-0.26479
Bonnyrigg;55.87329,-3.1051
Bollington;53.29446,-2.10963
Bloxwich;52.61806,-2.00431
Blagdon;51.32688,-2.71731
Blackwall;51.50971,-0.0016
Billinge;53.49795,-2.7081
Bickley;53.03333,-2.7
Beckenham;51.40878,-0.02526
Old Basing;51.26667,-1.03333
Upper Basildon;51.48165,-1.14075
Barrow upon Humber;53.6755,-0.38062
Barlaston;52.942,-2.1705
Balmullo;56.37694,-2.9294
Bacup;53.70336,-2.2007
Ashford;51.14648,0.87376
Pontlliw;51.69139,-4.01056
Croeserw;51.64472,-3.64028
Pont Rhyd-y-cyff;51.58694,-3.63639
Pucklechurch;51.48583,-2.43389
Boyton;51.155,-2.07111
Caol;56.83721,-5.10062
Hedge End;50.91234,-1.30076
Chadwell Heath;51.57121,0.13271
Earl Shilton;52.57682,-1.31536
Hoole;53.1998,-2.87689
Walton;53.64886,-1.46582
Prenton;53.36762,-3.05479
Crawley Down;51.12061,-0.0773
Eton Wick;51.49722,-0.63437
Cross Hills;53.90606,-1.98492
Pevensey Bay;50.81242,0.34864
Thornton-Cleveleys;53.87389,-3.02244
Tidbury Green;52.38092,-1.85617
Ravenshead;53.0865,-1.16026
Ratby;52.64989,-1.24137
Salsburgh;55.84277,-3.87264
Dennyloanhead;55.99886,-3.91306
Akhali Atoni;43.08427,40.8185
Mana;5.66906,-53.77897
St Martin;49.43713,-2.55479
Takoradi;4.89816,-1.76029
Ho;6.60084,0.4713
Aboso;5.36073,-1.94856
Zonno;10.78442,-0.78449
Qaqortoq;60.71839,-46.03561
Pateh Sam;13.61667,-15.06667
Kuntaur;13.67085,-14.88977
Jakhaly;13.55,-14.96667
Denton;13.5,-14.93333
Daba Kunda;13.31667,-14.3
Conakry;9.53795,-13.67729
Anse-Bertrand;16.47239,-61.50739
Mikomeseng;2.13609,10.61322
Vrana;38.12497,23.95198
Vartholomio;37.86219,21.20575
Stamata;38.12546,23.88038
Sperchogeia;37.07405,22.06248
Skarmagkas;38.01133,23.60303
Nea Manolada;38.05378,21.38189
Mitropoli;39.33933,21.83751
Kissamos;35.49459,23.65375
Saidpur;25.53749,83.22378
Sahibganj;25.24425,87.63481
Ron;15.69935,75.73408
Rajula;21.03854,71.44345
Phirangipuram;16.29078,80.26233
Phagwara;31.22452,75.77387
Pernem;15.723,73.79511
Peravurani;10.29035,79.20156
Penukonda;14.08286,77.59473
Peddapalli;18.61357,79.37442
Patur;20.46093,76.93725
Palmaner;13.2,78.74725
Pallikondai;12.90518,78.9427
Palitana;21.52519,71.82309
Palakkodu;12.30696,78.07022
Nileshwar;12.25953,75.1352
Nasrullahganj;22.6837,77.27069
Narwar;25.6439,77.9129
Nangavalli;11.76189,77.89093
Nambiyur;11.35811,77.32115
Mulki;13.09101,74.79353
Moirang;24.4975,93.77791
Mohpa;21.31012,78.82969
Mayang Imphal;24.60998,93.88873
Markapur;15.73534,79.26848
Mariani;26.65725,94.31529
Mangrol;21.12268,70.11484
Manali;32.2574,77.17481
Mahwah;27.04594,76.93152
Madanpur;23.00589,88.49168
Machalpur;24.12767,76.31672
Lohogaon;18.59921,73.92701
Leh;34.16504,77.58402
Lakhnadon;22.60049,79.60094
Kushtagi;15.75623,76.19112
Kulattur;9.0032,78.1928
Kovvur;17.0162,81.72934
Kodaikanal;10.23925,77.48932
Kiraoli;27.13768,77.78516
Khonsa;27.01667,95.56667
Khilchipur;24.03943,76.578
Khed;17.71888,73.39693
Kharod;21.7442,82.5788
Kharagpur;22.33971,87.32501
Khair;27.94195,77.84243
Karimpur;23.97594,88.61917
Kantabanji;20.46709,82.92042
Cumbum;9.73647,77.2847
Kagal;16.57702,74.31544
Kadiri;14.11168,78.15982
Jutogh;31.1,77.11667
Jamai;22.19644,78.59191
Harrai;22.61428,79.22207
Hajo;26.2452,91.52525
Guna;24.64691,77.3113
Gummidipundi;13.40765,80.10879
Govardhan;27.49658,77.46263
Gorantla;13.98411,77.77224
Gopamau;27.53468,80.28507
Ghoti Budrukh;19.71641,73.62821
Faizpur;21.16766,75.86006
Eraniel;8.20589,77.31726
Durgapur;23.51583,87.30801
Diu;20.71405,70.98224
Dinanagar;32.13664,75.47291
Dhemaji;27.48333,94.58333
Dharampuri;22.14951,75.34439
Colgong;25.26328,87.23264
Chinchinim;15.21447,73.97555
Chicalim;15.39835,73.84216
Chandil;22.95745,86.05331
Chaibasa;22.55038,85.80249
Bodri;23.16524,81.43262
Bhander;25.73581,78.74555
Basugaon;26.46742,90.41951
Barka Kana;23.62118,85.46748
Bari;26.64661,77.61634
Bargarh;21.33348,83.61905
Banga;31.18874,75.99495
Balasore;21.49266,86.93348
Bakani;24.28624,76.23709
Baikunthpur;23.26206,82.56051
Arambol;15.68681,73.70449
Arakkonam;13.08449,79.67053
Amli;20.28333,73.01667
Aliganj;27.49358,79.17127
Akividu;16.58225,81.38112
Perungudi;12.96095,80.24094
Mohali;30.67995,76.72211
Perumbavoor;10.10695,76.47366
Vapi;20.37175,72.90493
Edakkulam;10.6102,76.18352
Vagator;15.59766,73.74496
Kanuru;16.28584,81.25464
Gajuwaka;17.7,83.21667
Silapathar;27.59441,94.72402
Defence Colony;28.57144,77.23272
Pakke Kessang;27.14665,93.24643
Zawitah;36.90547,43.14478
Tall 'Afar;36.37913,42.44806
Bamarni;37.12163,43.2709
Marchesino-Bovo;45.36667,11.0
Bosco Marengo;44.82373,8.68008
Bosco Chiesanuova;45.62103,11.03224
Borrello;41.9173,14.30535
Bioglio-Portula-Andre;45.61516,8.13602
Berzano di San Pietro;45.09418,7.95352
Belmonte del Sannio;41.82352,14.42333
Belforte;43.71676,12.37575
Progetto Case Bazzano;42.33643,13.4441
Barbarasco;44.2415,9.94571
Bacoli;40.79672,14.07349
Aurelia;42.1391,11.78713
Atri;42.57642,13.98899
Angri;40.73815,14.5707
Alvignano;41.24427,14.33671
Alberobello;40.78448,17.23618
Ala di Stura;45.31492,7.30345
Agnadello;45.44516,9.55408
Affile;41.88435,13.09853
Acqualagna;43.62606,12.67596
Acilia-Castel Fusano-Ostia Antica;41.76337,12.33078
Lido Adriano;44.41673,12.30552
Scardovari;44.89765,12.45462
Pramaggiore;45.815,12.73889
Santa Lucia di Piave;45.86159,12.2939
Marano;45.46345,12.11715
Savogna;46.15846,13.53089
Bedizzole;45.51038,10.42327
Settimo Milanese;45.47771,9.05574
San Nicola la Strada;41.05237,14.33334
Volla;40.87363,14.34085
Bernareggio;45.64778,9.40505
Rodello;44.62854,8.05684
Sinio;44.60034,8.01994
Belveglio;44.83012,8.32864
Maranzana;44.76035,8.47845
